date;meantemp;humidity;wind_speed;meanpressure
01/01/2017;15.91304347826087;85.8695652173913;2.743478260869565;59.0
02/01/2017;18.5;77.22222222222223;2.8944444444444444;1018.2777777777778
03/01/2017;17.11111111111111;81.88888888888889;4.016666666666667;1018.3333333333334
04/01/2017;18.7;70.05;4.545;1015.7
05/01/2017;18.38888888888889;74.94444444444444;3.3000000000000003;1014.3333333333334
06/01/2017;19.318181818181817;79.31818181818181;8.681818181818182;1011.7727272727273
07/01/2017;14.708333333333334;95.83333333333333;10.041666666666664;1011.375
08/01/2017;15.68421052631579;83.52631578947368;1.95;1015.55
09/01/2017;14.571428571428571;80.80952380952381;6.542857142857142;1015.952380952381
10/01/2017;12.11111111111111;71.94444444444444;9.361111111111109;1016.8888888888889
11/01/2017;11.0;72.11111111111111;9.77222222222222;1016.7777777777778
12/01/2017;11.789473684210526;74.57894736842105;6.626315789473684;1016.3684210526316
13/01/2017;13.235294117647058;67.05882352941177;6.435294117647059;1017.5294117647059
14/01/2017;13.2;74.28;5.276;1018.84
15/01/2017;16.434782608695652;72.56521739130434;3.630434782608696;1018.1304347826087
16/01/2017;14.65;78.45;10.38;1017.15
17/01/2017;11.722222222222221;84.44444444444444;8.038888888888888;1018.3888888888889
18/01/2017;13.041666666666666;78.33333333333333;6.029166666666664;1021.9583333333334
19/01/2017;14.619047619047619;75.14285714285714;10.338095238095239;1022.8095238095239
20/01/2017;15.263157894736842;66.47368421052632;11.226315789473684;1021.7894736842105
21/01/2017;15.391304347826088;70.8695652173913;13.695652173913043;1020.4782608695652
22/01/2017;18.44;76.24;5.8679999999999986;1021.04
23/01/2017;18.11764705882353;76.0;6.752941176470588;1019.8235294117648
24/01/2017;18.347826086956523;68.1304347826087;3.3913043478260865;1018.8695652173913
25/01/2017;21.0;69.96;8.755999999999998;1018.4
26/01/2017;16.178571428571427;91.64285714285714;8.467857142857143;1017.7857142857143
27/01/2017;16.5;77.04166666666667;14.358333333333333;1018.125
28/01/2017;14.863636363636363;82.77272727272727;9.690909090909093;1019.6363636363636
29/01/2017;15.666666666666666;81.77777777777777;10.294444444444444;1017.3888888888889
30/01/2017;16.444444444444443;77.55555555555556;4.322222222222222;1015.8333333333334
31/01/2017;16.125;76.0;4.625;1015.5
01/02/2017;15.25;78.625;5.1000000000000005;1017.5
02/02/2017;17.09090909090909;66.54545454545455;3.027272727272727;1018.9090909090909
03/02/2017;15.636363636363637;78.18181818181819;1.8545454545454545;1017.7272727272727
04/02/2017;18.7;77.6;9.819999999999999;1014.4
05/02/2017;18.63157894736842;77.63157894736842;8.099999999999998;1014.2105263157895
06/02/2017;16.88888888888889;69.66666666666667;9.044444444444444;1016.0
07/02/2017;15.125;63.75;7.637500000000001;1016.125
08/02/2017;15.7;68.4;4.08;1015.6
09/02/2017;15.375;68.375;7.875000000000002;1016.375
10/02/2017;14.666666666666666;71.77777777777777;9.066666666666666;1015.6666666666666
11/02/2017;15.625;64.0;3.95;1016.625
12/02/2017;16.25;70.375;1.625;1019.625
13/02/2017;16.333333333333332;67.0;6.377777777777778;1021.5555555555555
14/02/2017;16.875;65.5;6.9625;1021.375
15/02/2017;17.571428571428573;67.71428571428571;5.557142857142857;1020.5714285714286
16/02/2017;20.25;56.75;10.4375;1017.625
17/02/2017;21.3;64.4;9.279999999999998;1016.5
18/02/2017;21.125;70.75;6.25;1016.25
19/02/2017;22.363636363636363;66.0909090909091;6.054545454545456;1013.0
20/02/2017;23.375;60.125;6.937499999999999;1005.375
21/02/2017;21.833333333333332;69.41666666666667;12.341666666666667;1007.4166666666666
22/02/2017;19.125;57.125;7.4125000000000005;1012.25
23/02/2017;18.625;42.875;14.35;1015.25
24/02/2017;19.125;40.375;16.6625;1016.125
25/02/2017;19.0;50.42857142857143;11.928571428571427;1014.2857142857143
26/02/2017;18.75;59.0;11.1125;1012.375
27/02/2017;19.875;58.375;5.1000000000000005;1014.25
28/02/2017;23.333333333333332;51.666666666666664;3.9111111111111114;1013.1111111111111
01/03/2017;24.46153846153846;47.92307692307692;6.415384615384617;1012.9230769230769
02/03/2017;23.75;54.25;5.930000000000001;1012.15
03/03/2017;20.5;42.5;7.4125000000000005;1010.625
04/03/2017;19.125;43.125;8.350000000000001;1010.0
05/03/2017;19.75;41.25;9.962499999999999;1010.5
06/03/2017;20.0;42.44444444444444;9.666666666666664;1010.3333333333334
07/03/2017;22.625;41.5;6.025;1007.375
08/03/2017;21.545454545454547;52.72727272727273;10.263636363636364;1008.9090909090909
09/03/2017;20.785714285714285;69.07142857142857;8.342857142857143;1007.3571428571429
10/03/2017;19.9375;67.75;11.4625;1006.875
11/03/2017;18.533333333333335;60.4;5.566666666666666;1009.8
12/03/2017;17.375;56.625;7.637499999999999;1014.75
13/03/2017;17.444444444444443;49.333333333333336;9.055555555555554;1014.8888888888889
14/03/2017;18.0;56.333333333333336;4.522222222222222;1016.5555555555555
15/03/2017;19.875;54.75;7.175000000000001;1014.125
16/03/2017;24.0;49.2;5.5600000000000005;1011.1
17/03/2017;20.9;59.7;11.489999999999998;1010.7
18/03/2017;24.692307692307693;46.30769230769231;7.1230769230769235;1009.8461538461538
19/03/2017;24.666666666666668;52.27777777777778;9.161111111111111;1011.8888888888889
20/03/2017;23.333333333333332;54.666666666666664;10.077777777777778;1012.5555555555555
21/03/2017;25.0;49.0;9.2625;1011.75
22/03/2017;27.25;45.0;10.187500000000002;1009.75
23/03/2017;28.0;49.75;3.4875000000000003;1008.875
24/03/2017;28.916666666666668;37.666666666666664;10.033333333333335;1010.5833333333334
25/03/2017;26.5;39.375;10.425;1009.875
26/03/2017;29.1;37.1;17.59;1010.2
27/03/2017;29.5;38.625;13.65;1009.5
28/03/2017;29.88888888888889;40.666666666666664;8.844444444444445;1009.0
29/03/2017;31.0;34.5;13.2;1007.125
30/03/2017;29.285714285714285;36.857142857142854;10.585714285714285;1007.1428571428571
31/03/2017;30.625;37.625;6.949999999999999;1007.5
01/04/2017;31.375;35.125;9.0375;1005.0
02/04/2017;29.75;33.75;9.2625;1004.25
03/04/2017;30.5;29.75;6.9375;1004.25
04/04/2017;30.933333333333334;31.866666666666667;14.319999999999999;1007.2
05/04/2017;29.23076923076923;46.0;14.384615384615387;1005.0
06/04/2017;31.22222222222222;26.0;13.577777777777776;1002.8888888888889
07/04/2017;27.0;29.875;4.65;1007.375
08/04/2017;25.625;29.375;8.337499999999999;1010.375
09/04/2017;27.125;21.125;14.125;1010.625
10/04/2017;27.857142857142858;19.428571428571427;19.314285714285713;1008.5714285714286
11/04/2017;29.25;17.75;15.512500000000001;1006.25
12/04/2017;29.25;26.0;9.4875;1005.875
13/04/2017;29.666666666666668;29.11111111111111;4.944444444444445;1006.7777777777778
14/04/2017;30.5;37.625;1.3875000000000002;1004.625
15/04/2017;31.22222222222222;30.444444444444443;5.966666666666667;1002.4444444444445
16/04/2017;31.0;34.25;2.0999999999999996;1003.25
17/04/2017;32.55555555555556;38.44444444444444;5.366666666666666;1004.4444444444445
18/04/2017;34.0;27.333333333333332;7.811111111111111;1003.1111111111111
19/04/2017;33.5;24.125;9.025;1000.875
20/04/2017;34.5;27.5;5.5625;998.625
21/04/2017;34.25;39.375;6.9625;999.875
22/04/2017;32.9;40.9;8.89;1001.6
23/04/2017;32.875;27.5;9.962499999999999;1002.125
24/04/2017;32.0;27.142857142857142;12.157142857142858;1004.1428571428571
